u b v r i+ z++ vista_y vista_j vista_h vista_k irac_1 irac_2 Z_SIM
26.30987 25.95991 25.82649 25.82309 25.91482 25.90071 25.86193 25.80746 25.13614 25.10837 25.05526 25.1021 2.57541
26.89327 26.60627 26.47828 26.44587 26.53418 26.49728 26.45379 26.40235 25.76652 25.70411 25.57905 25.58379 2.57329
27.21071 26.91782 26.69526 26.68377 26.74179 26.72909 26.67197 26.52924 25.74954 25.65747 25.57061 25.61658 2.56925
26.66826 26.14301 25.82264 25.75655 25.9449 25.7632 25.66512 25.56034 24.85939 24.74233 24.58464 24.58823 2.57019
26.20979 25.78829 25.57154 25.55278 25.68091 25.61927 25.57211 25.51845 24.88327 24.86107 24.81864 24.8715 2.56508
25.48359 25.28732 25.08611 25.09938 25.20153 25.22273 25.20633 25.17247 24.54006 24.53614 24.51895 24.58357 2.56423
27.33182 26.6586 26.07494 25.89164 25.9921 25.61598 25.39211 25.06446 24.08875 23.889 23.62269 23.59258 2.56205
26.02139 25.67661 25.44356 25.40218 25.44026 25.40351 25.31598 25.11555 24.26279 24.13827 23.96952 23.9681 2.55968
27.30751 26.78589 26.4074 26.32898 26.43572 26.25477 26.14091 25.96755 25.17185 25.07019 24.9291 24.94226 2.55762
26.40162 25.87067 25.52299 25.44133 25.56965 25.37865 25.26591 25.09492 24.33117 24.2435 24.14467 24.17948 2.55645
24.71135 24.29883 24.03785 23.98157 24.16958 23.94846 23.83497 23.69979 22.98355 22.84275 22.65928 22.66116 2.55368
25.07635 24.73416 24.62894 24.62877 24.75511 24.75169 24.73938 24.74411 24.22696 24.22793 24.1958 24.23847 2.55163
26.3174 26.14736 26.06631 26.09505 26.18242 26.23196 26.22896 26.19508 25.57958 25.55307 25.51489 25.5696 2.54987
25.79691 25.31663 25.02028 24.95511 25.04557 24.90579 24.80693 24.63743 23.86228 23.73708 23.56252 23.55761 2.54825
25.93519 25.78485 25.72959 25.76462 25.88086 25.95905 25.9823 26.00155 25.48486 25.49489 25.51119 25.58444 2.54658
26.81425 26.37422 26.13139 26.06484 26.13036 26.0218 25.93247 25.75699 24.96986 24.8448 24.68439 24.68797 2.54422
27.02675 26.66528 26.49756 26.50302 26.57348 26.58083 26.54406 26.43655 25.73185 25.68701 25.62409 25.66596 2.54211
26.41737 26.18226 26.0932 26.12345 26.22556 26.28637 26.29062 26.2526 25.65066 25.61722 25.58484 25.63964 2.53882
26.35705 26.15364 26.08409 26.11169 26.22589 26.276 26.28101 26.25016 25.66888 25.63329 25.58474 25.62796 2.53705
26.05996 25.64501 25.45475 25.43931 25.61274 25.50405 25.46362 25.42963 24.89092 24.89055 24.88344 24.94632 2.5339
26.73141 26.44702 26.24471 26.24078 26.32395 26.33558 26.31156 26.22403 25.56912 25.51188 25.42776 25.45153 2.53049
25.88677 25.55875 25.3689 25.34938 25.43064 25.38659 25.33937 25.21282 24.51213 24.44236 24.3466 24.37057 2.52766
25.93366 25.71381 25.63958 25.6846 25.83808 25.88162 25.88758 25.86267 25.31602 25.29352 25.25598 25.3007 2.52471
27.65479 27.30211 27.11985 27.07733 27.12495 27.07138 26.99889 26.8007 26.03486 25.91803 25.79797 25.81462 2.52233
25.7726 25.28763 25.06193 25.04912 25.14765 25.12302 25.08377 24.97998 24.32908 24.26871 24.17129 24.19032 2.51921
26.51095 25.94565 25.55585 25.45101 25.5856 25.26613 25.10467 24.83027 23.99958 23.80145 23.53019 23.48538 2.51599
26.86525 26.55882 26.40302 26.37919 26.43334 26.4169 26.36987 26.22477 25.52089 25.41994 25.28462 25.28514 2.51386
26.39915 25.98619 25.79616 25.78523 25.93395 25.85471 25.82099 25.75872 25.21202 25.19934 25.16346 25.20739 2.51145
25.9474 25.40119 25.04157 24.9463 25.05469 24.80491 24.66899 24.42041 23.62448 23.48066 23.28745 23.27405 2.50911
26.2081 25.78714 25.59634 25.58145 25.72009 25.65017 25.61436 25.5402 24.97861 24.94857 24.89687 24.9343 2.50727
26.95427 26.67513 26.52624 26.52465 26.59732 26.57302 26.52231 26.36207 25.67296 25.59696 25.51445 25.54618 2.50581
27.46754 27.12258 26.94876 26.91786 26.93223 26.90456 26.83368 26.62998 25.88504 25.79233 25.66595 25.67525 2.50277
26.40581 26.0818 25.98519 25.99231 26.06314 26.08163 26.06025 25.96049 25.36043 25.33927 25.2953 25.33758 2.50081
26.41347 26.0519 25.90591 25.88718 25.97759 25.92545 25.87296 25.72203 25.04712 24.95337 24.8294 24.84132 2.49758
26.33692 26.07842 25.90643 25.88719 25.92949 25.90313 25.84116 25.65612 24.95847 24.88198 24.78644 24.81189 2.4951
25.70909 25.11724 24.78106 24.71348 24.82911 24.61409 24.50193 24.27933 23.56672 23.47297 23.32932 23.337 2.49164
28.36571 27.76625 27.40242 27.32655 27.34342 27.18315 27.05569 26.75597 25.94492 25.83879 25.68743 25.69053 2.48945
24.79276 24.23886 23.97818 23.92611 24.04013 23.86957 23.7858 23.6146 22.97871 22.91737 22.80777 22.82928 2.48598
27.11861 26.62601 26.40564 26.39322 26.47757 26.41318 26.35072 26.14771 25.46399 25.40194 25.34422 25.39288 2.48271
29.27565 28.47862 27.93709 27.78138 28.04413 27.37818 27.14947 26.77155 25.87913 25.60354 25.26349 25.20373 2.4798
25.87578 25.20405 24.77908 24.64923 24.74726 24.35559 24.15945 23.78126 22.88815 22.66422 22.35981 22.30549 2.47711
25.94729 25.38708 24.99586 24.8643 24.97654 24.55171 24.34096 23.92892 22.99005 22.71779 22.36561 22.29865 2.47396
24.97703 24.69447 24.52149 24.47826 24.55091 24.46073 24.38696 24.18845 23.49713 23.39796 23.23831 23.23553 2.4721
26.19669 25.81091 25.65821 25.63716 25.71335 25.66735 25.62062 25.44838 24.8209 24.76571 24.6847 24.71766 2.46814
25.73002 25.27 24.997 24.94275 25.02213 24.86916 24.78087 24.55205 23.86488 23.77799 23.63509 23.6402 2.4662
26.77673 26.07194 25.68839 25.59366 25.65313 25.38056 25.22038 24.85925 24.04694 23.90889 23.73465 23.73452 2.46302
26.39823 26.15976 26.07616 26.06899 26.1342 26.11858 26.07472 25.89189 25.25464 25.17823 25.07157 25.08959 2.46143
26.37061 26.02337 25.90014 25.92106 26.04251 26.03177 26.01685 25.89417 25.36881 25.3647 25.36258 25.43335 2.46017
25.71804 25.25203 25.10041 25.09321 25.19297 25.14781 25.11532 24.98165 24.43838 24.41048 24.34982 24.38715 2.45772
27.51537 27.00729 26.74729 26.71041 26.73446 26.64367 26.55388 26.28457 25.5782 25.48027 25.33932 25.34332 2.4559
27.4577 26.98775 26.71362 26.64731 26.67712 26.52058 26.39695 26.06851 25.29211 25.16245 24.9859 24.97957 2.45385
26.1004 25.82302 25.72704 25.74031 25.84082 25.82345 25.80747 25.69332 25.1958 25.19685 25.16723 25.21766 2.45067
26.23132 25.70529 25.42661 25.37323 25.50105 25.26692 25.17098 24.94796 24.33731 24.28324 24.17978 24.19928 2.44969
24.91445 24.65034 24.52321 24.50786 24.58854 24.54747 24.5024 24.32657 23.73274 23.67261 23.56335 23.57899 2.44667
26.84064 26.0612 25.67527 25.55141 25.60678 25.26988 25.0779 24.6485 23.74016 23.52194 23.24298 23.19148 2.44554
26.02506 25.71574 25.6605 25.69845 25.81395 25.86191 25.86658 25.76986 25.29509 25.28311 25.24617 25.29175 2.44212
26.31862 25.62094 25.24328 25.16217 25.28339 24.9415 24.79981 24.47776 23.76574 23.65049 23.47463 23.47292 2.4396
26.4597 25.94265 25.70944 25.65775 25.7348 25.58193 25.48465 25.20855 24.51711 24.40939 24.24692 24.24502 2.43721
26.07411 25.8774 25.84425 25.87267 25.9731 26.01719 26.01413 25.87868 25.38487 25.38498 25.37616 25.43794 2.43579
26.5516 26.31951 26.23673 26.22503 26.32174 26.28191 26.21431 25.97528 25.27122 25.0995 24.86511 24.82258 2.43403
26.10495 25.76671 25.60601 25.59395 25.70105 25.59365 25.54384 25.3482 24.80065 24.77168 24.70174 24.73577 2.43142
26.38201 25.94033 25.77437 25.73673 25.82109 25.72411 25.6515 25.41463 24.73757 24.5963 24.39371 24.36907 2.43233
25.12884 24.59782 24.27163 24.16657 24.24814 23.89184 23.71253 23.30291 22.48334 22.28785 22.01597 21.97441 2.42988
27.66513 27.04525 26.53357 26.19368 26.01741 25.56033 25.17924 24.45617 23.34214 23.04644 22.72926 22.66514 2.42833
25.48654 25.10494 24.92961 24.89905 24.99843 24.86002 24.77695 24.50489 23.83944 23.72889 23.56059 23.55442 2.42539
26.584 26.19135 26.01791 26.00688 26.14 26.01341 25.96494 25.77239 25.2433 25.20909 25.14064 25.17437 2.42212
25.6166 25.1109 24.91764 24.86488 24.91982 24.77707 24.66638 24.34905 23.61456 23.45731 23.22198 23.18421 2.41977
25.52106 25.03504 24.77892 24.70237 24.80082 24.51733 24.37102 24.02055 23.27285 23.09621 22.84217 22.80295 2.41677
25.978 25.56618 25.44509 25.4346 25.52395 25.47083 25.42002 25.19937 24.62915 24.56376 24.46204 24.48075 2.41358
26.54962 26.32178 26.2809 26.28855 26.36503 26.37891 26.34156 26.13351 25.56611 25.50466 25.38128 25.38638 2.41204
27.1395 26.82961 26.70133 26.66545 26.7268 26.63121 26.54107 26.23859 25.57784 25.48064 25.339 25.34608 2.41014
26.87298 26.10066 25.59517 25.44303 25.45172 25.05515 24.81805 24.28232 23.41911 23.23025 22.97495 22.94135 2.40915
26.13097 25.61462 25.40886 25.36404 25.43641 25.30425 25.2096 24.90926 24.25421 24.14073 23.9719 23.9638 2.40611
26.04163 25.70252 25.58468 25.58745 25.68709 25.61223 25.56218 25.31938 24.79187 24.76461 24.71936 24.76267 2.40404
25.68297 25.30827 25.14873 25.10666 25.18634 25.05989 24.97912 24.70181 24.07394 23.96431 23.78548 23.77427 2.40096
26.03439 25.6383 25.48317 25.47082 25.58128 25.44708 25.39187 25.15548 24.64075 24.59687 24.51834 24.54674 2.39881
25.97826 25.65812 25.56298 25.5764 25.69095 25.63517 25.60347 25.3874 24.90536 24.88533 24.86032 24.91366 2.39706
26.12099 25.7024 25.55865 25.55618 25.66374 25.57067 25.52717 25.31495 24.84036 24.8139 24.74877 24.77694 2.39374
27.28698 26.81309 26.65267 26.62974 26.65744 26.58133 26.50271 26.16648 25.5862 25.53524 25.46589 25.49794 2.39215
26.00395 25.58748 25.43949 25.41006 25.49686 25.38412 25.31697 25.05391 24.48973 24.42106 24.2912 24.29883 2.3888
26.71707 26.29284 26.12517 26.07549 26.09058 26.00201 25.89811 25.54192 24.89724 24.80497 24.65085 24.64799 2.38658
25.73797 25.26999 25.05069 24.99975 25.09727 24.86952 24.75725 24.41093 23.75542 23.6328 23.44586 23.43227 2.38435
26.09282 25.75406 25.64839 25.63888 25.7345 25.65395 25.59847 25.33197 24.78684 24.71238 24.60661 24.62749 2.38191
27.76984 26.8407 26.32438 26.10671 25.97314 25.68259 25.40086 24.75519 23.86292 23.6706 23.45008 23.42341 2.37897
27.07697 26.71803 26.61926 26.60044 26.66732 26.58778 26.52091 26.22869 25.64384 25.54128 25.37812 25.36695 2.37705
25.95291 25.47125 25.29515 25.25148 25.32143 25.13629 25.04031 24.69672 24.08856 23.98317 23.81075 23.80343 2.37454
26.33736 25.81288 25.58006 25.53953 25.62856 25.39805 25.29413 24.9349 24.32668 24.22843 24.07824 24.08226 2.37271
26.23808 25.882 25.74412 25.71719 25.80127 25.63585 25.53796 25.19485 24.5728 24.44969 24.25838 24.24088 2.37239
24.99474 24.49191 24.28372 24.22112 24.26857 24.0866 23.97589 23.61095 22.97741 22.86363 22.66973 22.65411 2.36917
27.53675 27.07573 26.90302 26.82773 26.82341 26.6775 26.53196 26.089 25.35557 25.18456 24.93937 24.89764 2.36776
26.80439 26.44378 26.34037 26.32882 26.41391 26.34247 26.29639 26.04066 25.53631 25.47402 25.37035 25.38852 2.3658
28.90197 28.30541 28.02245 27.92888 27.92376 27.69369 27.51412 27.00101 26.26472 26.10765 25.92279 25.91021 2.36424
26.78979 26.51496 26.47619 26.49277 26.59521 26.5538 26.51037 26.25452 25.73355 25.63676 25.47776 25.46386 2.36266
25.96682 25.56387 25.43639 25.4195 25.47901 25.40138 25.34202 25.03982 24.54137 24.49901 24.41778 24.44389 2.36004
25.55071 25.09151 24.9128 24.90694 25.04224 24.84138 24.79002 24.55055 24.09961 24.04312 23.9304 23.94274 2.35895
26.02651 25.8042 25.80081 25.84045 25.96576 25.99408 25.99469 25.76472 25.38222 25.39361 25.42388 25.49981 2.35692
26.05319 25.73807 25.67504 25.68 25.77363 25.73546 25.70261 25.45855 24.99803 24.95282 24.85944 24.87477 2.35478
26.5041 25.73469 25.33738 25.23999 25.28759 24.85635 24.67007 24.15211 23.41907 23.23281 22.97158 22.93149 2.35229
26.3054 25.87617 25.7276 25.69875 25.77089 25.63097 25.5533 25.20984 24.66145 24.58547 24.45586 24.46132 2.35121
24.48946 24.02448 23.84014 23.80844 23.89417 23.68857 23.59714 23.24387 22.68683 22.59236 22.42821 22.41867 2.34922
26.04478 25.69193 25.59194 25.59076 25.6759 25.59806 25.54251 25.23311 24.74019 24.67912 24.57821 24.59246 2.3455
27.49447 27.05076 26.91611 26.87509 26.90719 26.81599 26.72269 26.32642 25.7439 25.6479 25.49627 25.49481 2.34452
26.50211 25.99059 25.80056 25.73365 25.75054 25.56797 25.42558 24.95628 24.28183 24.12535 23.90329 23.86983 2.34204
26.58886 26.17068 26.00652 25.9857 26.06169 25.88196 25.77931 25.36542 24.80712 24.71577 24.59092 24.60192 2.33983
27.07007 26.59753 26.40554 26.35715 26.39594 26.22203 26.09688 25.64068 25.02895 24.9038 24.75099 24.74838 2.33672
26.64308 26.37427 26.34108 26.35487 26.4397 26.43235 26.40543 26.1216 25.67826 25.61917 25.54561 25.56941 2.33526
25.70972 25.15479 24.91371 24.87874 24.94071 24.67269 24.564 24.13801 23.59076 23.49382 23.33307 23.33115 2.33467
25.91116 25.63208 25.6008 25.6109 25.68462 25.68541 25.67424 25.43611 25.07548 25.07101 25.02745 25.0591 2.33172
24.91343 24.50236 24.37689 24.35871 24.43139 24.31495 24.2576 23.93647 23.45527 23.38416 23.23997 23.23514 2.33085
25.73394 25.46342 25.42303 25.45718 25.58492 25.54336 25.54033 25.30768 24.96564 24.96496 24.9481 24.99519 2.32762
27.24239 26.82955 26.69593 26.66542 26.71065 26.58341 26.48975 26.0631 25.51215 25.40192 25.25774 25.25691 2.32439
26.34268 25.92975 25.79708 25.75784 25.79263 25.64044 25.52843 25.07912 24.47825 24.32596 24.11364 24.08215 2.32194
25.70797 25.35666 25.27317 25.28625 25.36949 25.29953 25.26174 24.926 24.51862 24.47893 24.42841 24.46508 2.31857
26.49074 26.19235 26.13988 26.15122 26.23454 26.19259 26.15212 25.81198 25.37316 25.30952 25.22384 25.24363 2.31726
25.92958 25.54839 25.45532 25.43624 25.48397 25.41448 25.34875 24.95629 24.47789 24.40758 24.29882 24.31251 2.31571
28.2733 27.76978 27.56835 27.49706 27.48732 27.28469 27.12811 26.56219 25.93332 25.77262 25.5911 25.5771 2.3138
27.06842 26.66224 26.54708 26.49582 26.50801 26.39764 26.28045 25.78873 25.19575 25.05133 24.85249 24.82325 2.3118
26.47905 26.08708 25.9761 25.96048 26.02048 25.88666 25.80688 25.38223 24.85002 24.72389 24.54232 24.52358 2.31042
25.88636 25.47478 25.33818 25.33534 25.41067 25.2405 25.17197 24.78271 24.31444 24.21677 24.06315 24.05374 2.30787
25.65392 24.98607 24.661 24.60622 24.63592 24.27475 24.11997 23.55437 22.98092 22.85711 22.67402 22.66647 2.30481
27.24599 26.90695 26.81881 26.82141 26.87968 26.79936 26.73134 26.27905 25.83754 25.76113 25.69674 25.72577 2.30246
25.3814 25.1309 25.1221 25.17229 25.2815 25.29819 25.32258 25.11201 24.90504 24.94149 25.02527 25.11681 2.30351
27.13555 26.55305 26.32302 26.27344 26.29226 26.042 25.9159 25.40167 24.84735 24.70979 24.49453 24.46241 2.29904
25.913 25.64451 25.62614 25.64993 25.73902 25.72242 25.70179 25.36446 25.00484 24.95778 24.90991 24.94105 2.29805
26.21017 25.88265 25.82091 25.83548 25.91004 25.85666 25.82298 25.46694 25.10016 25.0604 24.98333 25.0001 2.2938
25.80553 25.60123 25.61043 25.63912 25.73221 25.74525 25.73428 25.41103 25.06948 25.0406 24.98832 25.0154 2.29252
25.66805 25.14487 24.87915 24.8532 24.8999 24.51561 24.37188 23.79634 23.19484 23.01151 22.77253 22.73731 2.28975
26.83985 26.28891 26.07191 26.03611 26.05799 25.83347 25.71817 25.1828 24.67823 24.57071 24.41852 24.41159 2.28818
26.88308 26.61761 26.58409 26.59368 26.66243 26.6202 26.57038 26.13215 25.70722 25.62538 25.53567 25.55339 2.28719
25.72004 25.54379 25.56711 25.60131 25.70401 25.71712 25.70496 25.36737 25.00954 24.95061 24.88214 24.90332 2.28362
26.46947 26.15139 26.08772 26.09998 26.1737 26.1051 26.06655 25.68308 25.31538 25.27113 25.18118 25.19386 2.2827
27.6773 27.16289 26.97659 26.93224 26.93659 26.76063 26.64004 26.05802 25.57794 25.47739 25.37788 25.3961 2.2808
26.06668 25.57366 25.38865 25.36903 25.40468 25.20184 25.10845 24.58856 24.13858 24.05991 23.94004 23.94764 2.27957
26.27574 25.89267 25.77855 25.79103 25.85519 25.70314 25.64725 25.22911 24.84256 24.77257 24.65493 24.65785 2.27813
27.09502 26.70975 26.59535 26.60381 26.67068 26.53255 26.46519 26.00213 25.60279 25.54306 25.4585 25.47872 2.27744
26.68027 26.03278 25.71079 25.62519 25.59669 25.19784 24.99479 24.31437 23.6468 23.41869 23.11661 23.05195 2.27637
26.67664 26.33909 26.244 26.26407 26.34837 26.22172 26.17676 25.79173 25.40487 25.32377 25.19891 25.19697 2.27327
26.1372 25.92591 25.93345 25.97534 26.07667 26.05261 26.02291 25.61698 25.25039 25.1758 25.09287 25.10841 2.27228
26.82043 26.18966 25.86146 25.81806 25.81206 25.35953 25.18214 24.50138 23.86602 23.63944 23.34223 23.28351 2.27003
28.16333 27.60143 27.36335 27.31417 27.30975 27.04021 26.89909 26.28248 25.742 25.58227 25.38432 25.35871 2.26772
26.18529 25.72763 25.52736 25.49594 25.50523 25.19737 25.05397 24.43274 23.83705 23.62842 23.35276 23.2969 2.26414
26.02624 25.70453 25.63535 25.66465 25.7356 25.6587 25.63689 25.24609 24.96171 24.93849 24.912 24.94846 2.26285
25.64805 24.92045 24.48552 24.38175 24.31256 23.74407 23.49372 22.70775 21.97157 21.6701 21.24493 21.13567 2.26191
27.12689 26.78256 26.70339 26.70356 26.74862 26.65576 26.59421 26.10641 25.71962 25.6408 25.54283 25.55102 2.26011
24.90722 24.62464 24.5732 24.60681 24.68136 24.60315 24.58058 24.18301 23.88093 23.83973 23.78016 23.80514 2.25904
26.50963 26.07272 25.92347 25.92079 25.95465 25.76678 25.68305 25.17276 24.74035 24.62634 24.46463 24.45208 2.25594
26.29617 26.0686 26.07213 26.10173 26.18084 26.18334 26.16916 25.77579 25.48452 25.44277 25.39467 25.41819 2.25351
26.12114 25.65983 25.45755 25.4228 25.43052 25.16246 25.02267 24.38812 23.87196 23.7203 23.52843 23.50208 2.25134
26.62919 26.29433 26.20834 26.23209 26.29278 26.18168 26.12777 25.63174 25.27733 25.21186 25.13579 25.15697 2.24907
26.42409 25.97271 25.78256 25.76858 25.78022 25.49463 25.36267 24.74022 24.20963 24.02837 23.78274 23.73375 2.24656
27.19415 26.73841 26.5533 26.51436 26.52098 26.29146 26.1586 25.50158 25.03574 24.92112 24.7859 24.78464 2.24469
26.81521 26.42963 26.28343 26.27492 26.29523 26.08669 25.97792 25.38341 24.91737 24.77752 24.60516 24.58593 2.2437
25.28731 24.68763 24.37635 24.35792 24.33628 23.94755 23.80255 23.18384 22.68716 22.52384 22.2793 22.23461 2.23959
25.51163 25.0898 24.90763 24.92363 24.95344 24.70864 24.61654 24.06979 23.6838 23.59951 23.488 23.49207 2.23895
27.92166 27.50525 27.34683 27.31985 27.31877 27.12506 27.00732 26.38081 25.94863 25.82801 25.68395 25.67123 2.23594
27.09177 26.5561 26.32582 26.30441 26.29822 26.03975 25.91752 25.29443 24.86688 24.75379 24.60439 24.58821 2.23383
25.81373 25.47503 25.37028 25.38424 25.42681 25.2772 25.21178 24.72437 24.33096 24.21533 24.02978 23.99625 2.23094
26.46597 26.16296 26.0919 26.09763 26.13924 26.02923 25.95809 25.39386 25.04965 24.97525 24.90401 24.92077 2.22762
24.96701 24.53831 24.33856 24.30263 24.29394 24.01572 23.87565 23.21392 22.71222 22.5418 22.30251 22.25177 2.22513
26.12192 25.89284 25.87237 25.90113 25.96817 25.91973 25.88706 25.42251 25.12084 25.04418 24.94312 24.94001 2.22113
25.68479 25.38882 25.33986 25.37102 25.42906 25.3592 25.32993 24.8587 24.61039 24.5779 24.54473 24.57483 2.21798
25.72631 25.31672 25.14626 25.17651 25.19328 24.95734 24.8762 24.31082 23.95626 23.85577 23.72349 23.71666 2.21481
25.84805 25.50949 25.38519 25.40354 25.42115 25.21438 25.1265 24.56991 24.13694 23.97093 23.73546 23.68611 2.21245
25.56591 25.14451 24.96808 24.9934 25.00382 24.77975 24.69955 24.14699 23.80856 23.7231 23.59501 23.5932 2.20863
27.10659 26.58303 26.35908 26.30102 26.2747 26.01345 25.86081 25.14064 24.69656 24.55463 24.36137 24.32972 2.20633
27.13658 26.85651 26.77289 26.7637 26.78796 26.62361 26.50898 25.87584 25.42218 25.24617 25.03701 24.99229 2.20448
26.35649 26.04202 25.94287 25.96713 25.99686 25.85414 25.79252 25.24953 24.93465 24.85219 24.72002 24.7114 2.20157
26.07452 25.7131 25.60766 25.63564 25.66162 25.53779 25.48976 24.92459 24.70258 24.66613 24.65235 24.69374 2.20011
27.07245 26.7164 26.59436 26.57816 26.59234 26.4404 26.34038 25.69923 25.35835 25.262 25.15332 25.1547 2.19882
24.79494 24.49211 24.40086 24.45362 24.49333 24.34795 24.30343 23.78513 23.53062 23.47711 23.39698 23.41097 2.19658
26.01338 25.77814 25.7362 25.76035 25.81182 25.73801 25.69409 25.18054 24.90204 24.82667 24.69708 24.68519 2.19408
25.02883 24.71502 24.59306 24.6321 24.64213 24.41664 24.32803 23.70751 23.33485 23.18977 22.98587 22.95154 2.19225
26.26168 25.93261 25.79074 25.78041 25.7712 25.51272 25.36612 24.66554 24.17487 23.97092 23.6967 23.63312 2.19072
24.51037 24.14551 23.99708 24.03358 24.03263 23.82325 23.7496 23.17887 22.87157 22.7766 22.61261 22.59389 2.18833
24.55078 24.12478 23.8992 23.91617 23.86939 23.53157 23.40383 22.73958 22.31922 22.13138 21.84978 21.78556 2.18564
26.21706 26.05566 26.05856 26.09496 26.16626 26.10399 26.04924 25.48899 25.18862 25.08837 24.9649 24.95386 2.18378
24.76623 24.47058 24.37169 24.40854 24.43414 24.29175 24.23554 23.68248 23.40877 23.32936 23.20086 23.19231 2.18077
34.78514 33.03869 31.03532 30.27443 29.80699 28.91911 28.43286 27.36863 26.59669 26.25879 25.9422 25.85723 2.18085
27.37199 27.05314 26.95 26.94806 26.96005 26.81104 26.71188 26.05058 25.71375 25.59317 25.44279 25.42223 2.17866
26.42909 26.1333 25.99942 26.01054 26.00768 25.785 25.66323 24.9895 24.56989 24.39278 24.1668 24.11338 2.17606
26.4544 26.19427 26.13026 26.15149 26.18874 26.08235 26.02358 25.4184 25.15324 25.07857 24.98291 24.98639 2.17319
27.64432 27.31025 27.19106 27.15084 27.15653 26.98824 26.86529 26.13184 25.78419 25.6628 25.53426 25.5273 2.17119
25.51041 25.37365 25.40029 25.44464 25.53574 25.51968 25.4921 24.9487 24.72991 24.66969 24.61055 24.62367 2.17038
27.95173 27.53032 27.37027 27.34199 27.32303 27.10487 26.97585 26.21413 25.88661 25.77365 25.64265 25.63338 2.16777
25.16861 24.76998 24.54675 24.55303 24.49204 24.16858 24.02191 23.25309 22.81611 22.62465 22.36252 22.30248 2.16516
26.62851 26.26386 26.10965 26.13638 26.12588 25.91441 25.8134 25.12033 24.79995 24.68523 24.55016 24.53815 2.16466
28.0049 27.65778 27.4807 27.4182 27.38191 27.11768 26.94386 26.12002 25.69685 25.52225 25.33955 25.30206 2.16255
26.39546 26.13773 26.07644 26.11037 26.14409 26.04495 25.99252 25.3746 25.15381 25.08803 25.03934 25.06209 2.16058
28.19332 27.77429 27.592 27.56253 27.52701 27.27778 27.12841 26.33773 25.97234 25.81932 25.65761 25.62908 2.15756
27.75213 27.4295 27.28342 27.24766 27.22845 26.98966 26.84042 26.04564 25.63875 25.46453 25.24336 25.19448 2.15586
25.94833 25.65999 25.52718 25.54716 25.54003 25.34315 25.25018 24.58071 24.2264 24.07845 23.88176 23.84122 2.15419
26.15236 25.71267 25.44093 25.45078 25.34621 24.92944 24.76128 23.93459 23.50059 23.30261 23.04478 22.989 2.15257
25.71469 25.47908 25.42716 25.46679 25.5104 25.4393 25.41078 24.8472 24.68449 24.66142 24.63027 24.66328 2.15137
27.63104 27.3655 27.26435 27.25634 27.25254 27.06735 26.94721 26.20623 25.82418 25.65192 25.44372 25.39528 2.14868
26.4617 26.05205 25.85007 25.86231 25.82025 25.57187 25.46008 24.7245 24.42693 24.31385 24.17506 24.15467 2.14686
25.80414 25.53658 25.4436 25.49298 25.50368 25.35786 25.29865 24.66129 24.4385 24.35984 24.26588 24.26316 2.14596
26.78171 26.48344 26.35477 26.35977 26.3542 26.17163 26.06944 25.34276 25.02458 24.89189 24.73753 24.7133 2.14331
25.85337 25.62454 25.5477 25.58512 25.60353 25.46138 25.38791 24.72052 24.44987 24.33912 24.20361 24.18345 2.14088
24.68476 24.34758 24.15216 24.15669 24.09809 23.8327 23.69908 22.95957 22.56055 22.36005 22.08431 22.0097 2.1386
25.8395 25.60657 25.53132 25.58656 25.60679 25.51902 25.49438 24.95585 24.79894 24.75088 24.66567 24.66577 2.13556
26.08695 25.7191 25.53655 25.54677 25.51376 25.2651 25.15072 24.39978 24.08814 23.95396 23.76422 23.72492 2.13278
27.05017 26.8695 26.83103 26.84982 26.8882 26.76076 26.67406 25.93185 25.67381 25.55908 25.44368 25.42654 2.13075
26.01473 25.88126 25.88752 25.95855 26.03102 26.01041 26.00393 25.48408 25.32374 25.25378 25.1811 25.18278 2.12903
27.63653 27.29503 27.14873 27.14533 27.11625 26.91609 26.81202 26.05306 25.80075 25.69217 25.56059 25.53803 2.12517
28.69579 28.13185 27.80827 27.69129 27.57737 27.14866 26.90155 25.89784 25.45745 25.24644 25.02775 24.96989 2.12009
26.86015 26.59072 26.48902 26.50462 26.49218 26.33257 26.24738 25.52343 25.29231 25.18119 25.05997 25.04106 2.11936
26.83297 26.61603 26.57648 26.59386 26.61917 26.53102 26.47127 25.79219 25.59799 25.49788 25.40418 25.39563 2.11778
26.78952 26.49055 26.36842 26.38617 26.36341 26.17794 26.08383 25.33265 25.07789 24.95892 24.82314 24.8024 2.11501
26.63196 26.41982 26.36186 26.40453 26.41925 26.32225 26.27703 25.62566 25.45045 25.36742 25.28384 25.27964 2.1134
27.17402 26.81574 26.65854 26.67852 26.62904 26.412 26.31305 25.54066 25.31239 25.20913 25.09126 25.07615 2.11258
25.02131 24.80442 24.7107 24.76069 24.74853 24.591 24.52217 23.84378 23.5791 23.43927 23.23852 23.18939 2.11013
25.28241 25.10237 25.04991 25.0887 25.11751 25.03088 24.98738 24.3501 24.16019 24.0744 23.95289 23.93337 2.10863
29.41848 28.77903 28.38143 28.23549 28.10889 27.6542 27.40353 26.36384 25.96929 25.77805 25.60782 25.56825 2.10676
25.60506 25.39376 25.32085 25.35928 25.36042 25.25115 25.20054 24.56096 24.363 24.26041 24.10615 24.06922 2.10677
25.39561 25.05054 24.80338 24.75189 24.6603 24.31541 24.13062 23.21965 22.80823 22.59601 22.34119 22.27056 2.10383
